"","V1","V2","V3"
"49",1.03881340606578,-90.1290082744458,2067.23859903258
"50",1.04555338900281,-89.7863217538108,2059.67379418872
"51",1.05206869559646,-89.4154368597397,2046.88494485556
"52",1.0601930972177,-89.3989958223104,2049.82059573769
"53",1.06635554924386,-88.8369931754484,2029.4533340115
"54",1.07381130803711,-88.7001201685918,2025.63452822549
"55",1.08189427178061,-88.6964176173912,2029.81388669184
"56",1.08762197665694,-88.2361535067305,2015.86243984783
"57",1.09198377292459,-87.470935108651,1989.78639582171
"58",1.09810848611313,-87.1247866751869,1982.356865338
"59",1.10627443389075,-87.1893437614877,1988.74598524376
"60",1.11194761911193,-86.7048815376214,1973.12781850713
"61",1.11702186601869,-86.0092105045716,1947.12129779832
"62",1.12445407829397,-86.0071339512327,1950.75279352291
"63",1.13160404733773,-86.0202191621473,1957.50581298554
"64",1.13734494511954,-85.5975052782063,1944.35142692678
"65",1.14398296728052,-85.3996595954585,1940.13135232426
"66",1.15174303810738,-85.4627106932946,1946.12061630722
"67",1.15774541457907,-85.1678686978506,1937.16975918916
"68",1.16429775725908,-84.9847754384912,1934.08651520615
"69",1.17018219665372,-84.6431284660632,1923.28291657456
"70",1.17724270012434,-84.4987892982756,1920.38633564406
"71",1.18230073501485,-83.9942543122412,1903.41379311494
"72",1.18906758277806,-83.9514886679586,1909.22069413575
"73",1.19356474241547,-83.3014490272047,1886.22403180828
"74",1.19909288243265,-83.0147166311137,1881.76197491961
"75",1.20628453964141,-83.0404909355171,1888.56269539456
"76",1.21279719185437,-82.8179416507787,1881.41664084527
"77",1.21870412658548,-82.4928323473646,1873.03091999774
"78",1.22423395657983,-82.0894849049968,1859.22608921044
"79",1.23099097305459,-82.0250515074073,1862.05514948973
"80",1.23698466338228,-81.6889599825423,1851.74811960565
"81",1.2397770518232,-80.7143491812524,1816.51559088209
"82",1.24480991978283,-80.2286271801965,1799.92756089564
"83",1.2511640017317,-80.0892867322826,1799.80959539311
"84",1.25642112325054,-79.670964728022,1787.47871223862
"85",1.26108568017009,-79.0469105015597,1763.99831910547
"86",1.26737281635884,-78.8145445631367,1757.11867212923
"87",1.27402727013434,-78.7016663474134,1755.88162910842
"88",1.27932972874852,-78.2328929006213,1739.91629956432
"89",1.28658153758509,-78.2010790121804,1741.79851554613
"90",1.294421959567,-78.3885674393964,1753.12745424817
"91",1.30079146493028,-78.3131934433748,1756.01307797333
"92",1.30878468475936,-78.4555899253034,1765.21956646134
"93",1.31475096910927,-78.2139750710891,1760.13557684498
"94",1.32160397982739,-78.208832804834,1764.1004963006
"95",1.32811392118,-78.1073851256266,1763.08947473644
"96",1.33403545948264,-77.866364822063,1757.00828740257
"97",1.34064266585182,-77.826734234515,1761.37540451899
"98",1.34627555539828,-77.4397608978975,1749.76386003816
"99",1.35239594879494,-77.2430222454747,1748.34463506252
"100",1.35904177673482,-77.0173795879793,1741.05008946034
"101",1.36637379599967,-77.1360243435846,1751.55854947832
"102",1.37202196804281,-76.6891117444589,1736.3234582234
"103",1.3785616821433,-76.5572788049583,1736.39316441622
"104",1.38391167217117,-76.2892604431629,1732.180814303
"105",1.38962252683975,-75.8103257169294,1714.08711364137
"106",1.39478619210806,-75.3710038036412,1701.72000860735
"107",1.40224377886037,-75.43648724866,1709.61410805487
"108",1.4083319068559,-75.1750803845108,1704.38534091614
"109",1.41491251836193,-75.0629270721928,1704.19524611328
"110",1.42155932586536,-74.8313848595297,1696.02154449395
"111",1.42811736342151,-74.635668623634,1691.8713271067
"112",1.43500234509704,-74.4260475828732,1687.06098176738
"113",1.44252698280527,-74.4320233425573,1690.77704654054
"114",1.44882408389762,-74.1254807535996,1681.36409344373
"115",1.45650815235284,-74.2420013660542,1691.14577732997
"116",1.46275358628051,-73.9146152251551,1680.95732266075
"117",1.47036042172924,-73.878122834522,1682.64878791766
"118",1.47659509330254,-73.6039289769642,1675.97081848577
"119",1.48392000454874,-73.5317335567642,1676.9120661499
"120",1.4912285927764,-73.4186249942961,1677.14143263185
"121",1.49969772146036,-73.5786118339621,1688.40830344191
"122",1.50665404291369,-73.4141359289086,1685.86407617829
"123",1.51557931599785,-73.5912200906666,1696.21140232109
"124",1.52196636196283,-73.1699575453102,1681.41706935248
"125",1.52888146320757,-72.8750224407725,1671.18484783416
"126",1.5356075108146,-72.4538245117839,1656.17782391881
"127",1.54134251969987,-71.9546400202146,1641.74294941668
"128",1.54723543996452,-71.5078246619794,1627.91303589861
"129",1.55423984663182,-71.3129448522735,1627.62967336185
"130",1.56055032587675,-70.8141095733857,1610.86576013757
"131",1.56622546759176,-70.1400877173341,1587.11502888885
"132",1.57276572146299,-69.7576947017431,1579.11126227066
"133",1.58047449878623,-69.5709782993966,1576.75228036628
"134",1.58865961826538,-69.5970080841584,1582.92752989548
"135",1.59620252272964,-69.3589550981428,1577.68726060101
"136",1.60133050352906,-68.4357039163655,1543.16393606449
"137",1.60791110692003,-67.9420558284903,1527.97050767731
"138",1.61498988768788,-67.5443808630058,1516.37529216031
"139",1.62163353721112,-67.0778794705757,1502.84260871263
"140",1.62958478310792,-66.8254099373626,1494.78374149985
"141",1.63888618673595,-66.9425448299898,1504.69131918262
"142",1.64796239736816,-66.9366920407316,1509.871109835
"143",1.65688843362032,-66.9269303190798,1515.17082441968
"144",1.66456551599952,-66.6138240512016,1509.69506257782
"145",1.67136249750273,-65.9724820383243,1488.44928755849
"146",1.68109202341033,-66.0437205347471,1497.62753532301
"147",1.69038343114547,-65.9769053603886,1500.25587478436
"148",1.69817149208908,-65.5974592413278,1490.45594703144
"149",1.70625324605099,-65.2866726986517,1485.75476983566
"150",1.71512856063655,-65.128213817241,1485.06328154714
"151",1.72467150283168,-64.9719259985347,1483.81680259994
"152",1.73396051170369,-64.7414245901123,1477.01704919465
"153",1.7446428393604,-64.772579269501,1482.23757831746
"154",1.75371833278499,-64.3879672480821,1469.55532235735
"155",1.76298538097489,-64.0261499180472,1458.54392880016
"156",1.77300091602186,-63.7137417736639,1448.59519569305
"157",1.78122851261117,-63.0300478889017,1425.17356440368
"158",1.78973186972132,-62.3721686963235,1405.04940463901
"159",1.79906092216875,-61.9847185964758,1400.84220022379
"160",1.80822590085286,-61.5706083472281,1392.70323070778
"161",1.81814130147988,-61.157982699614,1381.07712918863
"162",1.82689131369286,-60.347430507223,1351.8258267913
"163",1.8390429259884,-60.2746985974244,1357.51475524225
"164",1.85133285598813,-60.2437959606637,1365.14238516397
"165",1.8621208193275,-59.7291222151441,1349.90240418642
"166",1.87349475043122,-59.425639229743,1344.40994030696
"167",1.88543236712156,-59.014334341162,1334.34863587766
"168",1.89768591216106,-58.6683549750972,1325.74976484177
"169",1.91042469108576,-58.1803102575943,1313.0510704682
"170",1.92219027240333,-57.7766143904695,1307.5027211924
"171",1.93529510186443,-57.3146903309652,1294.58257825125
"172",1.94919022909784,-56.8707627858542,1281.98127931648
"173",1.96317163541665,-56.49876865102,1271.93299750267
"174",1.97879733711696,-56.4317015641839,1281.72166578995
"175",1.99167729214149,-55.6432249117537,1261.96634822519
"176",2.00405818335015,-54.5039758191599,1227.16471508755
"177",2.01870908605459,-53.6616697290782,1203.32346903179
"178",2.03435136710424,-53.2718074226499,1206.30709659739
"179",2.05185252326065,-52.9600646840943,1207.20819900896
"180",2.07021925757136,-52.7850832118699,1216.23998969169
"181",2.08952523251828,-52.4188941978291,1211.80287635315
"182",2.10769397410447,-51.551376476442,1182.80276553186
"183",2.12728045822294,-50.6505976171889,1151.96819563654
"184",2.1463830506998,-49.7147393447468,1131.63136348007
"185",2.16836427444799,-48.9095118881382,1119.61250869681
"186",2.19194004945333,-48.2210190085591,1112.52277279689
"187",2.21223253573582,-46.5952414946198,1070.12681319852
"188",2.23599100105155,-45.2450959051858,1035.99756270622
"189",2.26580802527769,-44.6910611840748,1036.35061597648
"190",2.29462635350768,-43.2106789601031,1000.23264371723
"191",2.329714624459,-41.9929277567826,979.177583611979
"192",2.36947478420133,-41.3719371176136,987.411753988303
"193",2.41189860700986,-40.0389219614294,967.447107053088
"194",2.45715425471926,-39.1116596890475,980.211751545656
"195",2.51194679519871,-37.5277695475997,976.689727164543
"196",2.56980848033434,-32.9885617913263,844.275481977748
"197",2.65816118456716,-29.8573022398148,764.480064848535
"198",2.75951868091366,-22.9684442395485,595.263986380181
"199",2.93475709530233,-17.815077411019,680.583129356549
