"","V1","V2","V3"
"107",0.416893566529958,-54.0557299605274,1376.55126823789
"108",0.424783286515715,-53.7248641647983,1368.3529266008
"109",0.433587512096837,-53.5467945098351,1362.64434443441
"110",0.44284552850312,-53.6067933790095,1372.35834751929
"111",0.451969279787471,-53.4819312283959,1366.71718819121
"112",0.460275940206432,-53.0724425129453,1350.03815291293
"113",0.46925826228638,-52.7178384855362,1334.29485363555
"114",0.478543148931765,-52.6949593456008,1335.61119758575
"115",0.487187293105354,-52.1980775957207,1312.47817371258
"116",0.495869219042623,-51.9562190577801,1305.70002053054
"117",0.504747839527444,-51.7504502855432,1301.46176943511
"118",0.513731721854207,-51.473083231906,1291.4068150354
"119",0.522099424578266,-51.1549200564723,1282.90655299818
"120",0.532091441632957,-51.0884646714153,1280.2171007872
"121",0.541693218528212,-51.0276458983526,1279.06772758661
"122",0.551450095282961,-50.8917986481798,1273.96038098716
"123",0.561298500820034,-50.9977552569539,1282.54108541905
"124",0.570246608126805,-50.693219032046,1274.13189336907
"125",0.580093335359976,-50.547150556928,1269.05048276852
"126",0.588992072376135,-50.2215135908711,1257.29175356305
"127",0.598860827187433,-50.1794309838112,1256.80351118243
"128",0.607702970747854,-49.8928399881159,1247.48308516041
"129",0.617474335008374,-49.7899105967801,1244.93896133136
"130",0.626310206010865,-49.3521837224716,1230.00045952732
"131",0.635279975456381,-48.9459208184862,1215.91212256999
"132",0.64472601747489,-48.7887934396471,1213.90875917637
"133",0.654543366328522,-48.7176388382452,1214.31528111093
"134",0.664855685615939,-48.6610845883971,1212.22675009256
"135",0.674295964799509,-48.4063815846765,1202.35377588358
"136",0.684107571971765,-48.2856427141118,1202.72586075092
"137",0.695394070958312,-48.5035414260916,1215.55277082271
"138",0.705844144395571,-48.3937733514185,1213.63542102717
"139",0.715734947952281,-48.2063446420232,1209.26858648216
"140",0.725907598877032,-48.0074756232286,1203.12844679959
"141",0.735628943576658,-47.6954576040581,1193.46333214244
"142",0.746131525503533,-47.4472409197269,1185.67184303112
"143",0.756115557999124,-47.2074569316281,1180.12116899228
"144",0.767866683721049,-47.4538874992514,1194.64827013614
"145",0.778725506422833,-47.273666311174,1192.17152739462
"146",0.789397375801292,-47.0452709089582,1186.7260746062
"147",0.799755526498734,-46.8550781414445,1184.35668037637
"148",0.810337362382528,-46.618324465208,1178.21618501855
"149",0.822185496771625,-46.5494113966687,1177.56611000928
"150",0.833251488197282,-46.0804229623983,1155.12307461504
"151",0.844306460770745,-45.7834875240923,1143.05096967924
"152",0.85547456550088,-45.5826947476002,1137.2370698669
"153",0.86705569859341,-45.4093548803952,1133.43258934934
"154",0.878820301125695,-45.1035005873194,1122.30658347268
"155",0.889947773007537,-44.770709426176,1110.50832932644
"156",0.901883560438127,-44.6003544775885,1107.93377793317
"157",0.913568681544019,-44.1660172173109,1090.82057074973
"158",0.926334449386351,-44.2401178692576,1102.83532071804
"159",0.939023119059088,-43.989870342559,1096.15360308903
"160",0.951139508711113,-43.860181447996,1099.25287962684
"161",0.964835335979011,-43.7150984393149,1095.3620215558
"162",0.977249513020084,-43.2964973546475,1079.49188543401
"163",0.990866614181041,-43.2236504875583,1081.79572037617
"164",1.00281477790984,-42.5181756960947,1055.74618057202
"165",1.01758942713072,-42.724987996499,1069.63457035906
"166",1.03031379882509,-42.0855043456007,1045.8127316647
"167",1.04527868373623,-41.9539371935996,1044.05945576865
"168",1.06058345772086,-41.8156250394027,1039.3331543112
"169",1.07555822468377,-41.6769834559749,1040.47894578577
"170",1.09018480751227,-41.0050546729533,1016.14335091774
"171",1.10622298680407,-41.0349774548942,1027.78714688753
"172",1.12127420222202,-40.7731556934179,1027.7365274968
"173",1.13848090973557,-40.6961651834056,1031.38887153997
"174",1.15476055360317,-40.2238568528022,1017.74067840099
"175",1.17353389209758,-40.2642086383021,1021.56463097223
"176",1.19381480621698,-40.5825834175252,1043.78763895092
"177",1.21274466170565,-40.3111923025491,1036.07925042056
"178",1.23077145968238,-39.5560128905146,1006.63803817008
"179",1.25150774443419,-39.3350133756969,1003.64819342361
"180",1.27039070243111,-38.4153059162194,967.760897738086
"181",1.29159533695395,-38.0126423702351,965.272570041658
"182",1.31525447409552,-37.7319441863049,958.823854681044
"183",1.33832930961126,-37.3921904510437,953.421261027589
"184",1.36265870085392,-36.6303280162869,924.877233339765
"185",1.38871054503676,-36.3643472757095,917.329629717882
"186",1.4156463162992,-35.6375252695838,900.361275844466
"187",1.4434980091833,-34.8339818073851,883.58284012695
"188",1.47442221265587,-34.4285240599856,877.817690297377
"189",1.5066376867415,-33.7995304899006,865.59682579545
"190",1.54284792285957,-33.463763465567,862.16710522493
"191",1.58243206979106,-32.7895490631756,848.842448642514
"192",1.62268331948253,-31.895388358557,842.743183046165
"193",1.6708844557278,-30.9393088137881,811.025248802834
"194",1.72418268341154,-30.9285112877895,848.772411088138
"195",1.7848766731618,-30.2071500124909,857.994099594587
"196",1.85419881684445,-27.8370653797612,777.18932318728
"197",1.94108572079892,-26.6917227024236,766.572812110779
"198",2.06381318662724,-24.7452392030094,735.848057832151
"199",2.28188666873365,-25.4402684303622,883.078715846076
