"","V1","V2","V3","V4"
"1",-3.60890150576632,-10.4443655832785,34.6257950423935,-763.903400034444
"2",-3.41565346253398,-7.00152678467637,-2.06872345830259,-367.186152444859
"3",-3.28258692543615,-6.30681117110162,7.45018445051797,-335.122598088162
"4",-3.18720198149937,-5.41725513667887,4.39737431752257,-265.71065872308
"5",-3.10636493705874,-5.09312025081956,8.31949125022721,-247.231066811105
"6",-3.04515723554917,-4.35995333216361,3.37917779859283,-195.799552570872
"7",-2.98909981287898,-3.95959262658577,4.18023934359243,-182.548976082779
"8",-2.93944926620495,-3.7676145611333,6.95826685743562,-179.234681836743
"9",-2.89537198560916,-3.33089408467566,3.36009440144619,-149.134183470342
"10",-2.85275779773741,-3.17702957209168,4.69541032961327,-143.21191710263
"11",-2.81524226962882,-3.02459924820368,6.95935178228028,-145.940442161397
"12",-2.78194445043355,-2.7064228212406,4.18237228756373,-122.589344960493
"13",-2.74926626118305,-2.49603965523053,3.29992706777255,-109.462669879552
"14",-2.718836432885,-2.31912058685981,2.85693505615966,-100.074523750533
"15",-2.68989107157846,-2.14640709629496,2.31919797162669,-90.9488153234648
"16",-2.66398558211173,-1.83858856971589,-0.970913306659966,-70.0625168102819
"17",-2.63666065271806,-1.81029635235121,1.13936943864438,-76.8395051538555
"18",-2.6104253547512,-1.72880446374972,1.32261428692582,-72.3564811132535
"19",-2.58546706600154,-1.63114508239926,1.30256723421296,-68.4568406354012
"20",-2.56334815366548,-1.46174839129222,0.52049449300986,-62.8438139591098
"21",-2.54193312226287,-1.33160512184741,0.217846171250834,-58.8866330626679
"22",-2.52053698496809,-1.20858806751202,-0.645545562628882,-51.0840463829901
"23",-2.50011156975603,-1.07557092812296,-1.72485931206715,-42.6937017396158
"24",-2.47936033651049,-1.07450276655029,0.238918604702153,-49.8630243887
"25",-2.46005607498256,-0.944627194322506,-1.20223644751415,-39.4476394256457
"26",-2.44220891765948,-0.784548102077273,-2.49437943567693,-31.8056362677473
"27",-2.42362414387131,-0.729189454452479,-2.14415206185235,-31.4436905117465
"28",-2.40514653070717,-0.703770180208497,-1.49947262259415,-31.1739537974093
"29",-2.38737731366067,-0.618765720968319,-2.37100902190065,-23.7096118343257
"30",-2.37060906121251,-0.494699275101447,-4.15966770422132,-10.8376230791493
"31",-2.35433536332562,-0.392515120799962,-5.04283838832375,-4.40756792750601
"32",-2.33778188613792,-0.348706005700587,-5.10953411073753,-1.38239886947015
"33",-2.32180024790652,-0.359483026047132,-3.44595045343302,-9.13225908258269
"34",-2.30642724511242,-0.271590461463374,-4.13914833803948,-4.55482011018157
"35",-2.29089044323088,-0.231470030370205,-4.06260525460699,-2.5668275978794
"36",-2.27586532602331,-0.167609270907983,-4.60779501375398,2.15778312691768
"37",-2.26100446130772,-0.129004032873432,-4.42710426933573,2.67813287920103
"38",-2.24631857930904,-0.0911853368946851,-4.5417070862453,5.88515106089616
"39",-2.2318977432632,-0.00396401752721309,-5.82606934816967,13.8585512658052
"40",-2.21750945687321,-0.0126627966454178,-4.90333289732707,10.4655775163911
"41",-2.2033442748005,0.0377152647236563,-5.2515034274982,13.5143282142227
"42",-2.18967395805791,0.0826865988092079,-5.31269324172102,14.2674903357063
"43",-2.17606849212181,0.109094513239884,-5.25548161698364,15.9225822071215
"44",-2.16272482114839,0.14468025652583,-5.12368904887463,16.3380348756589
"45",-2.14948272676979,0.187544918609658,-5.55737377371666,19.8073755233079
"46",-2.13664688976607,0.199764260258893,-5.05058890649907,17.7856459328485
"47",-2.12376246314025,0.236711665635817,-5.28132646059118,19.7528307764578
"48",-2.11100875300378,0.267467811450743,-5.1920458082778,19.8235977316889
"49",-2.09925062011866,0.373061047576008,-6.61057189203544,26.8314127289238
"50",-2.08692306406276,0.370233524646357,-5.78562837027293,23.0350760232441
"51",-2.07459903817819,0.365899239307073,-4.94585721278294,19.1302008659294
"52",-2.06245797837538,0.384814356598636,-4.79699236652321,18.9242801474674
"53",-2.05029250517162,0.346500262917849,-3.39947246849247,12.5119072748848
"54",-2.03887693531357,0.398285469396094,-3.66894211734802,13.6973254383525
"55",-2.02662772435205,0.365882085378266,-2.6531166964584,9.65993360298593
"56",-2.01511584008729,0.403437430219091,-2.78427120667565,10.306568214389
"57",-2.00360938394562,0.436111884673876,-2.8277284791566,10.5736267873933
"58",-1.99189197175121,0.433865466790444,-2.50301263855286,9.81657701935571
"59",-1.98086573476431,0.455920971149348,-2.23169841127332,8.34148963506482
"60",-1.96969721061841,0.438543096629834,-1.19477706991238,3.73229752372134
"61",-1.95887408803465,0.49040986527491,-1.56764693827491,5.22834516066252
"62",-1.94818599181662,0.541572932490783,-2.16655788507068,8.58664856557676
"63",-1.93736873720058,0.577028846843424,-2.41986642388149,9.82450536524117
"64",-1.92691862818046,0.60968884276823,-2.62006964371017,10.9567089721191
"65",-1.91589593438841,0.581201858932999,-1.59908344674851,6.3637123237548
"66",-1.90531772723188,0.590454305138737,-1.25510726697286,4.29164164794674
"67",-1.89466667246298,0.586947492922452,-0.92161506377769,3.59525059055754
"68",-1.8838039631817,0.58170695735233,-0.567301898933053,2.20021483605115
"69",-1.87323057829146,0.579563598100093,-0.310460560697608,2.21885197033645
"70",-1.86317239623784,0.619623019694714,-0.540526287260917,2.91611524098944
"71",-1.85259425901446,0.616288407651087,-0.200083600211991,1.76655439685385
"72",-1.84260468350149,0.650732551800418,-0.325611151582152,1.82923087341121
"73",-1.83244423823309,0.653121244106687,-0.0751540330616312,1.14815049666113
"74",-1.8220948999178,0.644247819674409,0.291745496280955,0.109237523718612
"75",-1.81178114109923,0.667280917692066,0.117707257801751,1.32990542839268
"76",-1.80195372199542,0.71723140491997,-0.530370311093829,4.94525570141926
"77",-1.79143061105569,0.668165733491126,0.586681577110209,0.572356188975348
"78",-1.78160237875235,0.692047707268058,0.676798563565566,-0.634493390578434
"79",-1.77206435862493,0.743611302677526,-0.0349075920662951,2.91830486567724
"80",-1.76170449517328,0.747082426803963,0.280632481280236,0.772279540701433
"81",-1.75142704145825,0.735344530411365,0.721291614411427,-0.964524150037093
"82",-1.74137089242129,0.755472637455756,0.403368967644347,1.60014955356672
"83",-1.73137241058171,0.731425029737232,1.31688655462716,-2.96410395960892
"84",-1.72170480817427,0.775916903676877,0.756878776370286,-0.357075774596709
"85",-1.71199911241627,0.796441798960844,0.672747632986034,0.0696157728087314
"86",-1.70212372448689,0.820715265531516,0.44479931093357,1.36648984223693
"87",-1.69255225000439,0.886372411953162,-0.604329821459652,6.74324774489752
"88",-1.68305252202076,0.935368054487602,-1.25088037552143,9.99909896846991
"89",-1.67337099069677,0.950920948664624,-1.30498337292783,10.6620292888802
"90",-1.66385829803045,0.997584163385778,-1.99917089860335,14.4036375235261
"91",-1.65389121429412,0.981634444334136,-1.33718651461415,11.1846141629352
"92",-1.64397015681858,0.98335717214619,-1.19185402907107,11.0366347249595
"93",-1.63426279933398,1.00295971728197,-1.27443090704417,11.2240162775091
"94",-1.62450801538634,0.997553639130734,-0.791691183699395,8.70459466927527
"95",-1.61428853552029,0.965991948258136,-0.114527218468291,6.03012851682075
"96",-1.60405720009809,0.979094441212408,-0.363727842377475,7.81328571772911
"97",-1.59464336100155,1.02951153229635,-0.989093203576592,10.4435318992426
"98",-1.58502756236509,1.05126418624857,-1.21384943886809,11.5095049721107
"99",-1.57524370055654,1.05293900865747,-1.1137020551157,11.2309320245471
"100",-1.56569022396669,1.07183113258669,-1.51594492163097,14.0009534758856
