"","V1","V2","V3","V4"
"101",-1.55627317833805,1.10483593770931,-1.78208840167052,14.8293315321795
"102",-1.54689950257734,1.13372947941498,-1.9391026028088,15.3198383885629
"103",-1.5376407467945,1.17867104348335,-2.4660174521811,17.6013699302557
"104",-1.52775612217729,1.16222699468086,-1.79383040347569,14.0297578622279
"105",-1.51770397382182,1.13765527631934,-0.948169194354179,9.53622034809214
"106",-1.50757476949441,1.11237602481691,-0.213215299910759,5.83954692133074
"107",-1.49732366196428,1.07508174833413,0.73861950866997,1.35838688199336
"108",-1.48716103927153,1.06106810181324,0.945244322214073,0.89414776918715
"109",-1.477340887546,1.0789624096902,0.718817266779167,2.37927683006598
"110",-1.4676240808609,1.10331153878983,0.696845911163381,1.77805731159422
"111",-1.45740477790713,1.08335471530947,1.29741191454833,-0.994581130505566
"112",-1.44734976092371,1.10171558784387,1.18961792657944,-0.714058987186363
"113",-1.43747184587664,1.09552134238486,1.58603888312158,-2.38392491680003
"114",-1.42697669612537,1.08520108277986,1.83517661703815,-2.95022004532841
"115",-1.41670445256964,1.10605021606095,1.66966413779744,-2.12946574734127
"116",-1.40685514190677,1.12038288805564,1.83869596321644,-3.58510690645056
"117",-1.39684261078871,1.12625049231967,1.92381558568861,-3.6530428143865
"118",-1.38644649573187,1.11776639859469,2.30715172671909,-5.42182338589873
"119",-1.3762038070376,1.1186149471952,2.33761809810669,-5.08616076282081
"120",-1.36638425026332,1.16906703421959,1.57976216141204,-1.32785010690154
"121",-1.35549958609645,1.1289624725957,2.43598416585815,-4.37129430189913
"122",-1.34531089051425,1.1660081682866,1.87901883361585,-1.08750935920739
"123",-1.3345388118572,1.13727570978974,2.44131267830746,-2.96600884463646
"124",-1.32386124579206,1.14330325504908,2.54796082168638,-2.91210595232121
"125",-1.31312581354757,1.16350989649266,2.25632883588426,-1.19994221229913
"126",-1.30275679888243,1.22291628275572,1.06911946191559,5.37923744700874
"127",-1.29175109342547,1.2369338935086,0.945900718247382,6.3689392664479
"128",-1.28070620881086,1.25749568608265,0.632386920006635,8.75799770245985
"129",-1.26944706706662,1.21151368773982,1.7775540950841,3.38762531593098
"130",-1.2581644660544,1.20833394471842,1.98963368916706,2.94469610120409
"131",-1.24719813253255,1.22938377944984,1.56632503942566,6.42376995391446
"132",-1.2358522780374,1.23292781855119,1.63504876841209,6.95888963760217
"133",-1.22463537701383,1.24016729799327,2.10542992926616,3.88585336332082
"134",-1.21303413417761,1.22700443288237,2.58800857323196,2.20001726111506
"135",-1.20143041955359,1.20481043184507,3.1490278711365,0.727132570147226
"136",-1.19008351878045,1.24958112241801,2.40045266936027,5.03855979868291
"137",-1.17807432822826,1.25374301511002,2.38254869904689,5.85394846954079
"138",-1.16579283571338,1.20381514611813,3.65664406668187,0.267538788781227
"139",-1.15420878058498,1.23727694909194,3.59389978633816,-0.254042043203071
"140",-1.14217379447464,1.24355531742781,3.81250468445087,-1.06801823496846
"141",-1.12985910911771,1.25997525305892,3.82224410881673,-1.19856658330967
"142",-1.11736159567132,1.26041849907218,4.08512752980971,-2.03176186449259
"143",-1.10506355302948,1.29768019012903,3.95096793455493,-1.84766217980229
"144",-1.09185148773519,1.28352373065624,4.2420586601363,-2.21684548810509
"145",-1.07852392602999,1.28911614401676,4.1170803819615,-0.481530130795992
"146",-1.06564688265754,1.3325637941513,3.51275359894717,2.70943398817026
"147",-1.05288005653442,1.35723919948516,3.73580145846241,0.381923519967465
"148",-1.03974780425568,1.37909158012864,3.72089094621835,0.469893300932217
"149",-1.02610399672219,1.39472204787318,3.75207366351571,0.347504956387443
"150",-1.01243758501485,1.41424543427292,3.56934648639916,2.05262479420022
"151",-0.998722186932275,1.41328771693364,4.0356027804997,-0.121139318292148
"152",-0.984070546600087,1.41469904225518,4.38934286518662,-1.65180107341956
"153",-0.969374472873255,1.4443457900219,4.2520713066541,-1.20067715059727
"154",-0.954615659564409,1.45907447852272,4.22127837637476,-0.385284132327836
"155",-0.939584359043354,1.45573546163694,4.99500973514072,-5.15615344000282
"156",-0.924318849084521,1.48161104636827,4.78736257078207,-4.02984921482148
"157",-0.908460557989995,1.51534000208509,4.03666456953197,0.995710850735513
"158",-0.892944951560159,1.56159289699307,3.66848859280419,2.39960369602352
"159",-0.876592212146541,1.54772387694233,4.20160144653023,-0.195971102132603
"160",-0.860024793801436,1.56522066530426,4.20017065242124,-0.366732696596859
"161",-0.843043762138558,1.56213450478154,4.55761525450698,-1.98606760886214
"162",-0.82608618400114,1.62781619522072,3.48059209337562,3.45840958035688
"163",-0.808447548780152,1.62898470541486,3.84699849674666,1.15280414881508
"164",-0.790699308854368,1.60718527820199,4.9914612102393,-4.95987749702711
"165",-0.772871475233962,1.64530929789492,5.13474408053625,-7.38519161359863
"166",-0.754306947413212,1.67427105920122,4.96451740842315,-6.69465553313526
"167",-0.734970789173439,1.6725654392678,5.06194095937829,-6.44257434635484
"168",-0.716348761762825,1.67047279607228,5.58846282330145,-9.13814050692133
"169",-0.69667745535501,1.68689404207872,5.73709388862146,-10.0216941688189
"170",-0.675405437169949,1.60378268691272,7.54776063369727,-17.9098022228371
"171",-0.654508244313394,1.58061920713813,8.41243359856242,-22.0716036144109
"172",-0.633016294634429,1.55983702507212,9.35222058308362,-27.2544313070537
"173",-0.610744956505742,1.54832876031323,10.0105625197353,-30.8817701589157
"174",-0.589045064256661,1.6561571079356,8.63845321789778,-25.8998944616852
"175",-0.566724044741238,1.76371713215597,7.44151040393829,-21.3754825043737
"176",-0.542404212353275,1.77838033865996,7.72194721835311,-23.2824258903882
"177",-0.517405334711003,1.81623289771577,6.7504563549118,-16.8619111381431
"178",-0.490554503595109,1.73182810413336,8.60905277830054,-25.4652926427639
"179",-0.464496539959668,1.79796520104742,7.6931787460264,-20.7995583843356
"180",-0.436283318273853,1.76763688618571,8.75610384682866,-25.7767913271142
"181",-0.407349624765284,1.74581108456005,9.63977356888555,-29.4035298687246
"182",-0.377682720110198,1.81507394076747,8.20761980196336,-19.9302806014335
"183",-0.347559355269954,1.9071539687664,7.17183248467043,-15.6259877255764
"184",-0.314647834546111,1.919518210121,7.39754036284564,-16.2836766885431
"185",-0.281731002115524,2.08976424735885,5.19109980480167,-7.04454849812481
"186",-0.246375913852179,2.18468830149377,4.25610986087393,-3.74423464892147
"187",-0.208595343488357,2.21581417262677,3.24226730764776,5.30512263978632
"188",-0.169943698031281,2.33566336051555,2.1040056954209,10.5166530111233
"189",-0.124742651529822,2.28650932090041,3.32813443676173,6.86915536012587
"190",-0.0780050768720111,2.33509790812768,2.8710664453078,11.3336963387816
"191",-0.0292113842802436,2.41356690721863,2.16606237476722,16.2246802809938
"192",0.0240970418330809,2.51582588156518,1.6515822732371,19.7928849691435
"193",0.083499518803312,2.65964902928718,0.262219266118359,28.7505563399396
"194",0.152363339127676,2.61813785726084,2.90915329544473,19.0529516543189
"195",0.233506465374777,2.42612038375366,6.60560271910447,12.6698577478678
"196",0.32941702499365,2.54439270422083,5.76030605897389,25.2825021048939
"197",0.446434975565557,2.76189336757508,5.11668057231714,35.962273093409
"198",0.605043422230484,2.81892909294935,9.40062273865523,27.4930539275876
"199",0.846070710299775,3.99674567361692,-9.57002253825452,174.292003987502
